systemOperation;ID;invariantType;classification;GPT_verdict;result;confidence;promptTokens;completionTokens;totalTokens;maxNumberOfOperations;GPT_Model
GitHub_createOrganizationRepository;19;daikon.inv.binary.twoScalar.IntEqual;TP;FP;FN;0.85;887;472;1359;10000;GPT-4o-mini
GitHub_createOrganizationRepository;20;daikon.inv.binary.twoScalar.IntEqual;TP;FP;FN;0.9;883;434;1317;10000;GPT-4o-mini
GitHub_createOrganizationRepository;21;daikon.inv.binary.twoScalar.IntEqual;TP;FP;FN;0.9;878;357;1235;10000;GPT-4o-mini
GitHub_createOrganizationRepository;22;daikon.inv.binary.twoScalar.IntEqual;TP;FP;FN;0.85;887;510;1397;10000;GPT-4o-mini
GitHub_createOrganizationRepository;23;daikon.inv.binary.twoScalar.IntEqual;TP;FP;FN;0.95;877;480;1357;10000;GPT-4o-mini
GitHub_createOrganizationRepository;24;daikon.inv.binary.twoScalar.IntEqual;TP;FP;FN;0.85;875;453;1328;10000;GPT-4o-mini
GitHub_createOrganizationRepository;25;daikon.inv.binary.twoScalar.IntEqual;TP;FP;FN;0.85;878;395;1273;10000;GPT-4o-mini
GitHub_createOrganizationRepository;26;daikon.inv.binary.twoScalar.IntEqual;TP;FP;FN;0.9;874;408;1282;10000;GPT-4o-mini
GitHub_createOrganizationRepository;27;daikon.inv.binary.twoScalar.IntEqual;TP;FP;FN;0.9;843;382;1225;10000;GPT-4o-mini
GitHub_createOrganizationRepository;28;daikon.inv.binary.twoScalar.IntEqual;TP;FP;FN;0.85;900;465;1365;10000;GPT-4o-mini
GitHub_createOrganizationRepository;29;daikon.inv.binary.twoScalar.IntEqual;TP;FP;FN;0.85;900;465;1365;10000;GPT-4o-mini
GitHub_createOrganizationRepository;30;daikon.inv.binary.twoScalar.IntEqual;TP;FP;FN;0.85;905;411;1316;10000;GPT-4o-mini
GitHub_createOrganizationRepository;31;daikon.inv.binary.twoScalar.IntEqual;TP;FP;FN;0.9;900;393;1293;10000;GPT-4o-mini
GitHub_createOrganizationRepository;32;daikon.inv.binary.twoScalar.IntEqual;TP;FP;FN;0.9;904;450;1354;10000;GPT-4o-mini
GitHub_createOrganizationRepository;33;daikon.inv.binary.twoScalar.IntEqual;TP;FP;FN;0.85;947;499;1446;10000;GPT-4o-mini
GitHub_createOrganizationRepository;34;daikon.inv.binary.twoString.StringEqual;TP;FP;FN;0.9;1012;424;1436;10000;GPT-4o-mini
GitHub_createOrganizationRepository;35;daikon.inv.binary.twoString.StringEqual;TP;FP;FN;0.95;1111;433;1544;10000;GPT-4o-mini
GitHub_createOrganizationRepository;36;daikon.inv.binary.twoString.StringEqual;TP;FP;FN;0.85;961;499;1460;10000;GPT-4o-mini
GitHub_createOrganizationRepository;37;daikon.inv.binary.twoString.StringEqual;TP;FP;FN;0.85;1036;497;1533;10000;GPT-4o-mini
GitHub_createOrganizationRepository;38;daikon.inv.binary.twoString.StringEqual;TP;FP;FN;0.7;1025;436;1461;10000;GPT-4o-mini
GitHub_createOrganizationRepository;39;daikon.inv.binary.twoString.StringEqual;TP;FP;FN;0.85;1143;460;1603;10000;GPT-4o-mini
GitHub_createOrganizationRepository;40;daikon.inv.binary.twoString.StringEqual;TP;FP;FN;0.85;1127;496;1623;10000;GPT-4o-mini
GitHub_createOrganizationRepository;41;daikon.inv.binary.twoString.StringEqual;TP;FP;FN;0.9;1171;406;1577;10000;GPT-4o-mini
GitHub_createOrganizationRepository;42;daikon.inv.binary.twoString.StringEqual;TP;FP;FN;0.7;1191;415;1606;10000;GPT-4o-mini
GitHub_createOrganizationRepository;43;daikon.inv.binary.twoString.StringEqual;TP;TP;TP;0.95;1131;455;1586;10000;GPT-4o-mini
GitHub_createOrganizationRepository;44;daikon.inv.binary.twoString.StringEqual;TP;TP;TP;0.95;1135;389;1524;10000;GPT-4o-mini
GitHub_createOrganizationRepository;45;daikon.inv.binary.twoString.StringEqual;TP;FP;FN;0.8;1119;415;1534;10000;GPT-4o-mini
GitHub_createOrganizationRepository;46;daikon.inv.binary.twoString.StringEqual;TP;FP;FN;0.95;1080;459;1539;10000;GPT-4o-mini
GitHub_createOrganizationRepository;47;daikon.inv.binary.twoString.StringEqual;TP;FP;FN;0.85;1157;470;1627;10000;GPT-4o-mini
GitHub_createOrganizationRepository;48;daikon.inv.binary.twoString.StringEqual;TP;FP;FN;0.85;918;414;1332;10000;GPT-4o-mini
GitHub_createOrganizationRepository;49;daikon.inv.binary.twoScalar.IntEqual;TP;FP;FN;0.85;892;419;1311;10000;GPT-4o-mini
GitHub_createOrganizationRepository;50;daikon.inv.binary.twoScalar.IntEqual;TP;FP;FN;0.9;892;401;1293;10000;GPT-4o-mini
GitHub_createOrganizationRepository;51;daikon.inv.binary.twoString.StringEqual;TP;FP;FN;0.95;1115;387;1502;10000;GPT-4o-mini
GitHub_createOrganizationRepository;52;daikon.inv.binary.twoScalar.IntEqual;TP;FP;FN;0.85;873;421;1294;10000;GPT-4o-mini
GitHub_createOrganizationRepository;53;daikon.inv.binary.twoScalar.IntEqual;TP;FP;FN;0.9;881;433;1314;10000;GPT-4o-mini
GitHub_createOrganizationRepository;54;daikon.inv.binary.twoScalar.IntEqual;TP;FP;FN;0.9;881;413;1294;10000;GPT-4o-mini
GitHub_createOrganizationRepository;55;daikon.inv.binary.twoScalar.IntEqual;TP;TP;TP;0.85;876;362;1238;10000;GPT-4o-mini
GitHub_createOrganizationRepository;56;daikon.inv.binary.twoScalar.IntEqual;TP;FP;FN;0.85;882;447;1329;10000;GPT-4o-mini
GitHub_createOrganizationRepository;57;daikon.inv.binary.twoString.StringEqual;FP;FP;TN;0.9;1079;359;1438;100;GPT-4o-mini
GitHub_createOrganizationRepository;58;daikon.inv.unary.scalar.NonZero;TP;TP;TP;0.95;827;253;1080;10000;GPT-4o-mini
GitHub_createOrganizationRepository;59;daikon.inv.unary.scalar.NonZero;TP;TP;TP;0.95;833;255;1088;10000;GPT-4o-mini
GitHub_createOrganizationRepository;60;daikon.inv.unary.string.OneOfString;TP;FP;FN;0.9;931;384;1315;10000;GPT-4o-mini
GitHub_createOrganizationRepository;61;daikon.inv.unary.string.OneOfString;TP;FP;FN;0.9;911;419;1330;10000;GPT-4o-mini
GitHub_createOrganizationRepository;62;daikon.inv.unary.scalar.NonZero;TP;TP;TP;0.95;833;275;1108;10000;GPT-4o-mini
GitHub_createOrganizationRepository;63;daikon.inv.unary.scalar.OneOfScalar;TP;FP;FN;0.85;886;431;1317;10000;GPT-4o-mini
GitHub_createOrganizationRepository;64;daikon.inv.unary.string.OneOfString;TP;FP;FN;0.95;905;346;1251;10000;GPT-4o-mini
GitHub_createOrganizationRepository;65;daikon.inv.unary.scalar.NonZero;TP;FP;FN;0.85;836;424;1260;10000;GPT-4o-mini
GitHub_createOrganizationRepository;66;daikon.inv.unary.stringsequence.OneOfStringSequence;TP;FP;FN;0.85;863;411;1274;10000;GPT-4o-mini
GitHub_createOrganizationRepository;67;daikon.inv.unary.scalar.OneOfScalar;TP;FP;FN;0.85;903;390;1293;10000;GPT-4o-mini
GitHub_createOrganizationRepository;68;daikon.inv.unary.scalar.OneOfScalar;TP;FP;FN;0.85;853;420;1273;10000;GPT-4o-mini
GitHub_createOrganizationRepository;69;daikon.inv.unary.scalar.OneOfScalar;TP;FP;FN;0.9;859;385;1244;10000;GPT-4o-mini
GitHub_createOrganizationRepository;70;daikon.inv.unary.scalar.OneOfScalar;TP;FP;FN;0.95;862;346;1208;10000;GPT-4o-mini
GitHub_createOrganizationRepository;71;daikon.inv.unary.scalar.OneOfScalar;TP;FP;FN;0.8;853;368;1221;10000;GPT-4o-mini
GitHub_createOrganizationRepository;72;daikon.inv.unary.string.OneOfString;TP;TP;TP;0.95;924;378;1302;10000;GPT-4o-mini
GitHub_createOrganizationRepository;73;daikon.inv.unary.string.OneOfString;TP;TP;TP;0.95;914;342;1256;10000;GPT-4o-mini
GitHub_createOrganizationRepository;74;daikon.inv.unary.string.OneOfString;TP;FP;FN;0.75;939;385;1324;10000;GPT-4o-mini
GitHub_createOrganizationRepository;75;daikon.inv.unary.string.OneOfString;TP;FP;FN;0.85;928;453;1381;10000;GPT-4o-mini
GitHub_createOrganizationRepository;76;daikon.inv.binary.twoScalar.IntLessThan;FP;FP;TN;0.9;984;411;1395;10000;GPT-4o-mini
GitHub_createOrganizationRepository;77;daikon.inv.binary.twoScalar.IntGreaterThan;TP;FP;FN;0.9;964;466;1430;10000;GPT-4o-mini
GitHub_createOrganizationRepository;78;daikon.inv.binary.twoScalar.IntLessThan;FP;FP;TN;0.85;989;439;1428;10000;GPT-4o-mini
GitHub_createOrganizationRepository;79;daikon.inv.binary.twoScalar.IntGreaterThan;TP;TP;TP;0.95;944;517;1461;10000;GPT-4o-mini
GitHub_createOrganizationRepository;80;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.85;943;480;1423;10000;GPT-4o-mini
GitHub_createOrganizationRepository;81;daikon.inv.binary.twoScalar.IntLessThan;TP;TP;TP;0.95;949;462;1411;10000;GPT-4o-mini
GitHub_createOrganizationRepository;82;daikon.inv.unary.string.FixedLengthString;TP;FP;FN;0.95;947;338;1285;10000;GPT-4o-mini
GitHub_createOrganizationRepository;83;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;954;333;1287;10000;GPT-4o-mini
GitHub_createOrganizationRepository;84;daikon.inv.unary.string.FixedLengthString;TP;FP;FN;0.95;976;434;1410;10000;GPT-4o-mini
GitHub_createOrganizationRepository;85;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.9;949;507;1456;10000;GPT-4o-mini
GitHub_createOrganizationRepository;86;daikon.inv.unary.string.FixedLengthString;TP;FP;FN;0.95;982;502;1484;10000;GPT-4o-mini
GitHub_createOrganizationRepository;87;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;977;365;1342;10000;GPT-4o-mini
GitHub_createOrganizationRepository;88;daikon.inv.unary.string.FixedLengthString;TP;FP;FN;0.9;906;439;1345;10000;GPT-4o-mini
GitHub_createOrganizationRepository;89;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;949;366;1315;10000;GPT-4o-mini
GitHub_createOrganizationRepository;90;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;947;334;1281;10000;GPT-4o-mini
GitHub_createOrganizationRepository;91;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;997;370;1367;10000;GPT-4o-mini
GitHub_createOrganizationRepository;92;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1012;353;1365;10000;GPT-4o-mini
GitHub_createOrganizationRepository;93;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1007;387;1394;10000;GPT-4o-mini
GitHub_createOrganizationRepository;94;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1019;393;1412;10000;GPT-4o-mini
GitHub_createOrganizationRepository;95;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;988;392;1380;10000;GPT-4o-mini
GitHub_createOrganizationRepository;96;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;989;364;1353;10000;GPT-4o-mini
GitHub_createOrganizationRepository;97;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;980;328;1308;10000;GPT-4o-mini
GitHub_createOrganizationRepository;98;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;976;321;1297;10000;GPT-4o-mini
GitHub_createOrganizationRepository;99;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;998;330;1328;10000;GPT-4o-mini
GitHub_createOrganizationRepository;100;daikon.inv.unary.string.FixedLengthString;TP;FP;FN;0.7;885;388;1273;10000;GPT-4o-mini
GitHub_createOrganizationRepository;101;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;978;322;1300;10000;GPT-4o-mini
GitHub_createOrganizationRepository;102;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;970;317;1287;10000;GPT-4o-mini
GitHub_createOrganizationRepository;103;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1010;352;1362;10000;GPT-4o-mini
GitHub_createOrganizationRepository;104;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1041;322;1363;10000;GPT-4o-mini
GitHub_createOrganizationRepository;105;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1010;359;1369;10000;GPT-4o-mini
GitHub_createOrganizationRepository;106;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1010;389;1399;10000;GPT-4o-mini
GitHub_createOrganizationRepository;107;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1036;354;1390;10000;GPT-4o-mini
GitHub_createOrganizationRepository;108;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1008;365;1373;10000;GPT-4o-mini
GitHub_createOrganizationRepository;109;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1021;372;1393;10000;GPT-4o-mini
GitHub_createOrganizationRepository;110;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1023;408;1431;10000;GPT-4o-mini
GitHub_createOrganizationRepository;111;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;998;383;1381;10000;GPT-4o-mini
GitHub_createOrganizationRepository;112;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1000;329;1329;10000;GPT-4o-mini
GitHub_createOrganizationRepository;113;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1002;359;1361;10000;GPT-4o-mini
GitHub_createOrganizationRepository;114;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;992;360;1352;10000;GPT-4o-mini
GitHub_createOrganizationRepository;115;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;985;318;1303;10000;GPT-4o-mini
GitHub_createOrganizationRepository;116;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1001;301;1302;10000;GPT-4o-mini
GitHub_createOrganizationRepository;117;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1029;356;1385;10000;GPT-4o-mini
GitHub_createOrganizationRepository;118;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1027;374;1401;10000;GPT-4o-mini
GitHub_createOrganizationRepository;119;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1027;373;1400;10000;GPT-4o-mini
GitHub_createOrganizationRepository;120;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1003;389;1392;10000;GPT-4o-mini
GitHub_createOrganizationRepository;121;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1008;365;1373;10000;GPT-4o-mini
GitHub_createOrganizationRepository;122;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1005;384;1389;10000;GPT-4o-mini
GitHub_createOrganizationRepository;123;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1018;306;1324;10000;GPT-4o-mini
GitHub_createOrganizationRepository;124;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;997;377;1374;10000;GPT-4o-mini
GitHub_createOrganizationRepository;125;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;990;369;1359;10000;GPT-4o-mini
GitHub_createOrganizationRepository;126;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1012;357;1369;10000;GPT-4o-mini
GitHub_createOrganizationRepository;127;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1027;295;1322;10000;GPT-4o-mini
GitHub_createOrganizationRepository;128;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1035;310;1345;10000;GPT-4o-mini
GitHub_createOrganizationRepository;129;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1020;420;1440;10000;GPT-4o-mini
GitHub_createOrganizationRepository;130;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1006;358;1364;10000;GPT-4o-mini
GitHub_createOrganizationRepository;131;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1013;418;1431;10000;GPT-4o-mini
GitHub_createOrganizationRepository;132;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1027;378;1405;10000;GPT-4o-mini
GitHub_createOrganizationRepository;133;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;996;330;1326;10000;GPT-4o-mini
GitHub_createOrganizationRepository;134;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;985;382;1367;10000;GPT-4o-mini
GitHub_createOrganizationRepository;135;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;997;337;1334;10000;GPT-4o-mini
GitHub_createOrganizationRepository;136;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1003;350;1353;10000;GPT-4o-mini
GitHub_createOrganizationRepository;137;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;1023;359;1382;10000;GPT-4o-mini
GitHub_createOrganizationRepository;138;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;966;338;1304;10000;GPT-4o-mini
GitHub_createOrganizationRepository;139;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;995;282;1277;10000;GPT-4o-mini
GitHub_createOrganizationRepository;140;daikon.inv.unary.string.FixedLengthString;TP;FP;FN;0.85;879;384;1263;10000;GPT-4o-mini
GitHub_createOrganizationRepository;141;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;974;396;1370;10000;GPT-4o-mini
GitHub_createOrganizationRepository;142;daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;TP;TP;TP;0.95;1000;389;1389;10000;GPT-4o-mini
GitHub_createOrganizationRepository;143;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;968;574;1542;10000;GPT-4o-mini
GitHub_createOrganizationRepository;144;daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;TP;TP;TP;0.95;994;337;1331;10000;GPT-4o-mini
GitHub_createOrganizationRepository;145;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1022;361;1383;10000;GPT-4o-mini
GitHub_createOrganizationRepository;146;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.85;1027;409;1436;10000;GPT-4o-mini
GitHub_createOrganizationRepository;147;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1013;376;1389;10000;GPT-4o-mini
GitHub_createOrganizationRepository;148;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1093;365;1458;10000;GPT-4o-mini
GitHub_createOrganizationRepository;149;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1047;433;1480;10000;GPT-4o-mini
GitHub_createOrganizationRepository;150;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1076;527;1603;10000;GPT-4o-mini
GitHub_createOrganizationRepository;151;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1080;510;1590;10000;GPT-4o-mini
GitHub_createOrganizationRepository;152;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1071;464;1535;10000;GPT-4o-mini
GitHub_createOrganizationRepository;153;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1076;440;1516;10000;GPT-4o-mini
GitHub_createOrganizationRepository;154;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.85;1047;391;1438;10000;GPT-4o-mini
GitHub_createOrganizationRepository;155;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1115;425;1540;10000;GPT-4o-mini
GitHub_createOrganizationRepository;156;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1119;416;1535;10000;GPT-4o-mini
GitHub_createOrganizationRepository;157;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1124;395;1519;10000;GPT-4o-mini
GitHub_createOrganizationRepository;158;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1139;415;1554;10000;GPT-4o-mini
GitHub_createOrganizationRepository;159;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1105;479;1584;10000;GPT-4o-mini
GitHub_createOrganizationRepository;160;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1111;438;1549;10000;GPT-4o-mini
GitHub_createOrganizationRepository;161;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1095;560;1655;10000;GPT-4o-mini
GitHub_createOrganizationRepository;162;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1086;410;1496;10000;GPT-4o-mini
GitHub_createOrganizationRepository;163;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1120;357;1477;10000;GPT-4o-mini
GitHub_createOrganizationRepository;164;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1083;436;1519;10000;GPT-4o-mini
GitHub_createOrganizationRepository;165;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1090;379;1469;10000;GPT-4o-mini
GitHub_createOrganizationRepository;166;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1143;392;1535;10000;GPT-4o-mini
GitHub_createOrganizationRepository;167;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1165;384;1549;10000;GPT-4o-mini
GitHub_createOrganizationRepository;168;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1145;347;1492;10000;GPT-4o-mini
GitHub_createOrganizationRepository;169;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1143;393;1536;10000;GPT-4o-mini
GitHub_createOrganizationRepository;170;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1171;357;1528;10000;GPT-4o-mini
GitHub_createOrganizationRepository;171;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1147;439;1586;10000;GPT-4o-mini
GitHub_createOrganizationRepository;172;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1149;451;1600;10000;GPT-4o-mini
GitHub_createOrganizationRepository;173;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1157;366;1523;10000;GPT-4o-mini
GitHub_createOrganizationRepository;174;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1133;383;1516;10000;GPT-4o-mini
GitHub_createOrganizationRepository;175;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1113;356;1469;10000;GPT-4o-mini
GitHub_createOrganizationRepository;176;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1127;405;1532;10000;GPT-4o-mini
GitHub_createOrganizationRepository;177;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1111;546;1657;10000;GPT-4o-mini
GitHub_createOrganizationRepository;178;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1111;393;1504;10000;GPT-4o-mini
GitHub_createOrganizationRepository;179;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1127;418;1545;10000;GPT-4o-mini
GitHub_createOrganizationRepository;180;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1163;483;1646;10000;GPT-4o-mini
GitHub_createOrganizationRepository;181;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1154;468;1622;10000;GPT-4o-mini
GitHub_createOrganizationRepository;182;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1142;470;1612;10000;GPT-4o-mini
GitHub_createOrganizationRepository;183;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1134;358;1492;10000;GPT-4o-mini
GitHub_createOrganizationRepository;184;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1128;362;1490;10000;GPT-4o-mini
GitHub_createOrganizationRepository;185;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1145;366;1511;10000;GPT-4o-mini
GitHub_createOrganizationRepository;186;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1137;348;1485;10000;GPT-4o-mini
GitHub_createOrganizationRepository;187;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1141;448;1589;10000;GPT-4o-mini
GitHub_createOrganizationRepository;188;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1137;504;1641;10000;GPT-4o-mini
GitHub_createOrganizationRepository;189;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1161;375;1536;10000;GPT-4o-mini
GitHub_createOrganizationRepository;190;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1151;309;1460;10000;GPT-4o-mini
GitHub_createOrganizationRepository;191;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1169;343;1512;10000;GPT-4o-mini
GitHub_createOrganizationRepository;192;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1145;459;1604;10000;GPT-4o-mini
GitHub_createOrganizationRepository;193;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1147;319;1466;10000;GPT-4o-mini
GitHub_createOrganizationRepository;194;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1147;428;1575;10000;GPT-4o-mini
GitHub_createOrganizationRepository;195;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1141;433;1574;10000;GPT-4o-mini
GitHub_createOrganizationRepository;196;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1123;366;1489;10000;GPT-4o-mini
GitHub_createOrganizationRepository;197;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1125;529;1654;10000;GPT-4o-mini
GitHub_createOrganizationRepository;198;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1131;397;1528;10000;GPT-4o-mini
GitHub_createOrganizationRepository;199;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1141;464;1605;10000;GPT-4o-mini
GitHub_createOrganizationRepository;200;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1145;462;1607;10000;GPT-4o-mini
GitHub_createOrganizationRepository;201;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1111;403;1514;10000;GPT-4o-mini
GitHub_createOrganizationRepository;202;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;968;366;1334;10000;GPT-4o-mini
GitHub_createOrganizationRepository;203;daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;TP;TP;TP;0.95;994;345;1339;10000;GPT-4o-mini
AmadeusHotel_getMultiHotelOffers;0;daikon.inv.unary.string.OneOfString;TP;TP;TP;0.95;769;261;1030;10000;GPT-4o-mini
AmadeusHotel_getMultiHotelOffers;1;daikon.inv.unary.string.OneOfString;TP;TP;TP;0.95;769;313;1082;10000;GPT-4o-mini
AmadeusHotel_getMultiHotelOffers;2;daikon.inv.binary.twoString.StringEqual;FP;FP;TN;0.95;896;442;1338;1000;GPT-4o-mini
AmadeusHotel_getMultiHotelOffers;3;daikon.inv.unary.scalar.OneOfScalar;FP;FP;TN;0.8;793;522;1315;10000;GPT-4o-mini
AmadeusHotel_getMultiHotelOffers;4;daikon.inv.binary.twoScalar.IntEqual;TP;TP;TP;0.95;817;399;1216;10000;GPT-4o-mini
AmadeusHotel_getMultiHotelOffers;5;daikon.inv.binary.twoScalar.IntEqual;FP;FP;TN;0.95;1012;490;1502;50;GPT-4o-mini
AmadeusHotel_getMultiHotelOffers;6;daikon.inv.binary.twoString.StringEqual;TP;TP;TP;0.95;859;385;1244;10000;GPT-4o-mini
AmadeusHotel_getMultiHotelOffers;7;daikon.inv.binary.twoString.StringEqual;TP;TP;TP;0.95;894;403;1297;10000;GPT-4o-mini
AmadeusHotel_getMultiHotelOffers;8;daikon.inv.binary.twoString.StringEqual;FP;FP;TN;0.85;854;474;1328;100;GPT-4o-mini
AmadeusHotel_getMultiHotelOffers;9;daikon.inv.binary.twoString.StringEqual;FP;FP;TN;0.85;966;391;1357;500;GPT-4o-mini
